z,C2H2,C2H6,CH3Cl,CH4,CO,CO2,COF2,ClO,H2CO,H2O,H2O2,HBr,HCN,HCl,HF,HI,HNO3,HOCl,N2,N2O,NH3,NO,NO2,O2,O3,OH,PH3,SF6,SO2,p,t
22000.0,1.041083e-13,3.402898e-11,3.172644e-10,1.06692e-06,1.233342e-08,0.0003302589,1.000808e-20,1.07072e-11,4.033627e-11,4.533651e-06,1.031204e-11,0.0,1.300974e-10,5.494183e-10,9.909287e-11,3.002423e-12,5.464546e-09,5.764713e-11,0.7819522,1.231062e-07,1.721207e-14,3.072335e-10,2.161957e-09,0.2092045,3.902922e-06,5.094468e-13,1.000808e-20,1.000808e-20,2.282024e-11,3910.0,215.2
23000.0,5.754827e-14,2.602082e-11,2.862735e-10,9.741128e-07,1.307713e-08,0.0003302198,1.000801e-20,1.521217e-11,4.504048e-11,4.553866e-06,1.971355e-11,0.0,1.250779e-10,5.754827e-10,1.231207e-10,3.002402e-12,5.745041e-09,7.655904e-11,0.7816032,1.125345e-07,1.591496e-14,3.602883e-10,2.582511e-09,0.2091451,4.303888e-06,7.596301e-13,1.000801e-20,1.000801e-20,2.07188e-11,3340.0,215.2
24000.0,2.231567e-14,1.891845e-11,2.481942e-10,8.806792e-07,1.401482e-08,0.0003302677,1.000777e-20,2.241956e-11,5.06362e-11,4.603385e-06,3.702655e-11,0.0,1.190584e-10,6.044345e-10,1.501217e-10,3.002434e-12,5.844876e-09,9.92777e-11,0.7815677,1.049293e-07,1.44096e-14,4.513e-10,3.06269e-09,0.2091314,4.704159e-06,1.160456e-12,1.000777e-20,1.000777e-20,1.901195e-11,2860.0,215.2
25000.0,8.516819e-15,1.221385e-11,1.911839e-10,7.937178e-07,1.499028e-08,0.000330249,1.000732e-20,3.97346e-11,5.824413e-11,4.652954e-06,6.204345e-11,0.0,1.130786e-10,6.514867e-10,1.821727e-10,3.00171e-12,5.613745e-09,1.311498e-10,0.7815405,9.667575e-08,1.231127e-14,6.854614e-10,3.743309e-09,0.2092064,5.103515e-06,2.182176e-12,1.000732e-20,1.000732e-20,1.751099e-11,2440.0,215.2
27500.0,4.092542e-15,5.744744e-12,1.100865e-10,7.134834e-07,1.599237e-08,0.0003302595,1.000721e-20,8.486964e-11,7.214371e-11,4.703532e-06,1.030728e-10,0.0,1.050793e-10,7.516251e-10,2.301151e-10,3.002523e-12,4.822837e-09,1.842006e-10,0.7816322,8.69846e-08,9.376333e-15,1.280908e-09,4.813799e-09,0.2091463,5.603746e-06,5.003603e-12,1.000721e-20,1.000721e-20,1.54103e-11,1646.0,215.5
30000.0,2.52219e-15,2.141712e-12,4.724206e-11,6.444065e-07,1.711477e-08,0.0003301806,1.000818e-20,1.851553e-10,8.737211e-11,4.753952e-06,1.361015e-10,0.0,9.737759e-11,9.889193e-10,2.831278e-10,3.001642e-12,3.742588e-09,2.451882e-10,0.7815085,7.531146e-08,6.354827e-15,2.451882e-09,6.165535e-09,0.2091685,6.106043e-06,1.170911e-11,1.000818e-20,1.000818e-20,1.341004e-11,1110.0,217.4
32500.0,1.86126e-15,8.49723e-13,1.791221e-11,5.748008e-07,1.851197e-08,0.0003302287,1.000669e-20,3.572379e-10,1.010732e-10,4.802082e-06,1.360925e-10,0.0,9.044659e-11,1.280824e-09,3.202059e-10,3.002006e-12,2.591836e-09,2.962156e-10,0.7816968,6.130403e-08,3.682267e-15,4.532392e-09,7.213186e-09,0.2091502,6.802614e-06,3.402112e-11,1.000669e-20,1.000669e-20,1.210785e-11,756.0,220.4
35000.0,1.520459e-15,3.421792e-13,7.356276e-12,5.052201e-07,1.997918e-08,0.0003301516,1.000478e-20,5.082573e-10,1.110427e-10,4.852348e-06,1.130473e-10,0.0,8.461844e-11,1.570878e-09,3.48193e-10,3.001434e-12,1.640735e-09,3.211613e-10,0.7811867,5.118413e-08,1.821149e-15,7.143667e-09,7.283382e-09,0.2090859,7.101145e-06,8.352502e-11,1.000478e-20,1.000478e-20,1.160846e-11,518.0,227.9
37500.0,1.321393e-15,1.341264e-13,3.032069e-12,4.484427e-07,2.148732e-08,0.0003302128,1.000754e-20,6.074976e-10,1.130816e-10,4.903516e-06,8.516347e-11,0.0,8.025906e-11,1.691708e-09,3.723023e-10,3.002263e-12,9.691421e-10,3.042004e-10,0.7815458,3.971405e-08,9.266913e-16,9.348202e-09,6.26465e-09,0.209183,7.205793e-06,1.701644e-10,1.000754e-20,1.000754e-20,1.211202e-11,360.0,235.5
40000.0,1.180826e-15,5.393815e-14,1.32098e-12,3.933875e-07,2.33325e-08,0.0003302119,1.000723e-20,5.953901e-10,1.030718e-10,4.953179e-06,6.37463e-11,0.0,7.635487e-11,1.74131e-09,3.952456e-10,3.002168e-12,5.334091e-10,2.481898e-10,0.7815989,2.996859e-08,2.942443e-16,1.120836e-08,4.033417e-09,0.2091696,6.905517e-06,2.852192e-10,1.000723e-20,1.000723e-20,1.360399e-11,253.0,243.2
42500.0,1.080777e-15,2.250817e-14,8.697388e-13,3.397387e-07,2.62403e-08,0.0003303122,1.000748e-20,4.332342e-10,7.956735e-11,5.00374e-06,5.173032e-11,0.0,7.304575e-11,1.761409e-09,4.103413e-10,3.003013e-12,2.522069e-10,1.641173e-10,0.7816299,2.081525e-08,8.726245e-17,1.190817e-08,2.171942e-09,0.2091144,5.904066e-06,4.063014e-10,1.000748e-20,1.000748e-20,1.651176e-11,180.0,250.8
45000.0,9.976906e-16,1.040852e-14,6.684472e-13,2.877422e-07,3.060027e-08,0.0003303501,1.000734e-20,2.511934e-10,4.822448e-11,5.002287e-06,4.443403e-11,0.0,7.005415e-11,1.791195e-09,4.213763e-10,3.001925e-12,1.211007e-10,9.747266e-11,0.7816073,1.311994e-08,2.982558e-17,1.170889e-08,1.150969e-09,0.2091664,4.603875e-06,5.112957e-10,1.000734e-20,1.000734e-20,2.101624e-11,129.0,258.5
47500.0,9.345283e-16,6.572849e-15,5.603276e-13,2.38772e-07,3.805866e-08,0.0003302389,1.000724e-20,1.561052e-10,1.631141e-11,5.00362e-06,3.802751e-11,0.0,6.70524e-11,1.801303e-09,4.244316e-10,3.002172e-12,7.705964e-11,4.921849e-11,0.7814993,8.075882e-09,1.300941e-17,1.100796e-08,6.666302e-10,0.2091396,3.702679e-06,5.794075e-10,1.000724e-20,1.000724e-20,2.772044e-11,94.0,265.1
50000.0,8.835601e-16,4.743294e-15,4.943102e-13,1.945443e-07,6.246689e-08,0.0003302205,1.000652e-20,1.040936e-10,5.103164e-12,4.953308e-06,3.48214e-11,7.143677e-12,6.434681e-11,1.800959e-09,4.252905e-10,3.001956e-12,5.553806e-11,2.53144e-11,0.7815075,4.166966e-09,7.132935e-18,1.030731e-08,4.43284e-10,0.209154,2.751658e-06,6.756952e-10,1.000652e-20,1.000652e-20,3.56217e-11,68.3,265.7
55000.0,8.437654e-16,3.793913e-15,4.564225e-13,1.575413e-07,1.480988e-07,0.0003302901,1.000909e-20,7.69716e-11,2.001818e-12,4.854459e-06,3.622953e-11,7.15645e-12,6.215178e-11,1.802034e-09,4.254112e-10,3.002727e-12,4.453896e-11,1.500867e-11,0.7817428,2.630989e-09,4.804761e-18,1.010849e-08,3.39335e-10,0.2092268,1.701645e-06,9.538952e-10,1.000909e-20,1.000909e-20,4.594044e-11,36.2,260.6
60000.0,8.106257e-16,3.282288e-15,4.322969e-13,1.501159e-07,2.928641e-07,0.0003302549,1.000711e-20,6.304867e-11,1.050811e-12,4.503476e-06,5.253135e-11,7.15583e-12,6.024896e-11,1.801206e-09,4.252976e-10,3.002317e-12,3.84223e-11,1.050811e-11,0.7815235,1.810232e-09,3.661722e-18,1.010657e-08,2.851281e-10,0.2090571,1.000711e-06,1.761237e-09,1.000711e-20,1.000711e-20,5.153671e-11,18.8,250.8
65000.0,7.835606e-16,2.981942e-15,4.173388e-13,1.500949e-07,5.587859e-07,0.0003301948,1.000633e-20,5.524838e-11,6.865784e-13,4.001831e-06,1.260769e-10,7.152879e-12,5.885458e-11,1.800999e-09,4.253915e-10,3.001898e-12,3.492061e-11,8.346776e-12,0.7814599,1.32169e-09,3.001898e-18,1.030743e-08,2.531692e-10,0.2091246,5.503831e-07,3.742745e-09,1.000633e-20,1.000633e-20,5.1117e-11,9.5,240.9
70000.0,7.610774e-16,2.792876e-15,4.054109e-13,1.501823e-07,1.078927e-06,0.0003303198,1.00099e-20,5.044933e-11,5.145236e-13,3.303198e-06,3.773534e-10,7.156703e-12,5.75586e-11,1.802052e-09,4.254036e-10,3.002969e-12,3.273378e-11,7.11604e-12,0.7820866,1.007767e-09,2.572618e-18,1.151443e-08,2.312374e-10,0.2092116,3.202896e-07,7.197366e-09,1.00099e-20,1.00099e-20,4.324519e-11,4.7,230.7
75000.0,7.406157e-16,2.661995e-15,3.962835e-13,1.50097e-07,1.898487e-06,0.0003302134,1.000784e-20,4.723601e-11,4.162965e-13,2.701746e-06,1.120861e-09,7.15531e-12,5.624183e-11,1.801164e-09,4.253434e-10,3.00194e-12,3.122566e-11,6.335602e-12,0.7816011,7.888661e-10,2.271331e-18,1.61063e-08,2.152076e-10,0.2091763,2.501617e-07,1.120861e-08,1.000784e-20,1.000784e-20,2.831967e-11,2.22,220.4
80000.0,7.235229e-16,2.561761e-15,3.892209e-13,1.50112e-07,2.962811e-06,0.0003281059,1.000653e-20,4.492094e-11,3.531715e-13,2.001305e-06,2.001305e-09,7.153554e-12,5.503167e-11,1.801062e-09,4.252703e-10,3.00224e-12,3.010689e-11,5.784803e-12,0.7815399,6.33681e-10,2.041298e-18,2.681738e-08,2.021302e-10,0.2091429,2.301529e-07,1.130769e-08,1.000653e-20,1.000653e-20,1.33073e-11,1.03,210.1
85000.0,7.072036e-16,2.491244e-15,3.832451e-13,1.500917e-07,4.528765e-06,0.0003202078,1.000611e-20,4.302508e-11,3.091974e-13,1.330922e-06,1.681197e-09,7.156731e-12,5.373296e-11,1.80098e-09,4.252901e-10,3.001834e-12,2.921979e-11,5.373296e-12,0.7816143,5.197251e-10,1.851192e-18,7.01154e-08,1.921368e-10,0.2001223,5.503363e-07,6.104093e-09,1.000611e-20,1.000611e-20,5.563255e-12,0.456,199.8
90000.0,6.946061e-16,2.431747e-15,3.782564e-13,1.400898e-07,6.868156e-06,0.0003102286,1.0008e-20,4.163741e-11,2.762843e-13,8.506942e-07,4.313987e-10,7.156126e-12,5.254411e-11,1.801552e-09,4.252776e-10,3.002123e-12,2.84214e-11,5.054084e-12,0.7805798,4.336245e-10,1.711127e-18,2.131257e-07,1.832158e-10,0.1901716,8.006125e-07,1.5108e-09,1.0008e-20,1.0008e-20,2.241159e-12,0.198,199.5
95000.0,6.791277e-16,2.363874e-15,3.719188e-13,1.296814e-07,1.051373e-05,0.000269298,9.974484e-21,4.019861e-11,2.493621e-13,5.38596e-07,4.967633e-11,7.131168e-12,5.108165e-11,1.795538e-09,4.238829e-10,2.992345e-12,2.77305e-11,4.768274e-12,0.7771731,3.657093e-10,1.586048e-18,7.101754e-07,1.755666e-10,0.1795538,7.980895e-07,2.413877e-10,9.974484e-21,9.974484e-21,8.938471e-13,0.088,208.3
