z,C2H2,C2H6,CH3Cl,CH4,CO,CO2,COF2,ClO,H2CO,H2O,H2O2,HBr,HCN,HCl,HF,HI,HNO3,HOCl,N2,N2O,NH3,NO,NO2,O2,O3,OH,PH3,SF6,SO2,p,t
23000.0,5.753148e-14,2.601679e-11,2.861847e-10,9.735844e-07,1.307385e-08,0.0003302006,1.000583e-20,1.520919e-11,4.503033e-11,3.852613e-06,1.970895e-11,0.0,1.250933e-10,5.753148e-10,1.23048e-10,3.001749e-12,5.74333e-09,7.654501e-11,0.7814856,1.035763e-07,1.591279e-14,3.602262e-10,2.581226e-09,0.2091161,3.401819e-06,7.594777e-13,1.000583e-20,1.000583e-20,2.071526e-11,3760.0,222.8
24000.0,2.231175e-14,1.890355e-11,2.48079e-10,8.803733e-07,1.400725e-08,0.000330164,1.000381e-20,2.240776e-11,5.062387e-11,4.001522e-06,3.701024e-11,0.0,1.190472e-10,6.042606e-10,1.500571e-10,3.001142e-12,5.841954e-09,9.927001e-11,0.7812953,9.629383e-08,1.440087e-14,4.511313e-10,3.061625e-09,0.2091007,4.001522e-06,1.16071e-12,1.000381e-20,1.000381e-20,1.900915e-11,3220.0,223.9
25000.0,8.516023e-15,1.220742e-11,1.911898e-10,7.89331e-07,1.522562e-08,0.0003302063,1.000717e-20,3.973022e-11,5.824331e-11,4.203033e-06,6.204691e-11,0.0,1.130982e-10,6.514365e-10,1.821015e-10,3.002487e-12,5.614516e-09,1.310503e-10,0.7815891,8.964825e-08,1.23084e-14,6.855455e-10,3.743011e-09,0.2091419,4.803306e-06,2.181179e-12,1.000717e-20,1.000717e-20,1.751451e-11,2770.0,225.1
27500.0,4.092036e-15,5.744399e-12,1.100748e-10,7.051072e-07,1.723485e-08,0.0003303071,1.00068e-20,8.485104e-11,7.214819e-11,4.452612e-06,1.030783e-10,0.0,1.050797e-10,7.51585e-10,2.302391e-10,3.00204e-12,4.823112e-09,1.84092e-10,0.7815227,8.012055e-08,9.376619e-15,1.28087e-09,4.813188e-09,0.2090677,6.004079e-06,5.003399e-12,1.00068e-20,1.00068e-20,1.541047e-11,1907.0,228.45
30000.0,2.52269e-15,2.141597e-12,4.722709e-11,6.318946e-07,1.99664e-08,0.0003302474,1.000765e-20,1.851439e-10,8.736524e-11,4.703154e-06,1.361079e-10,0.0,9.73631e-11,9.887867e-10,2.833137e-10,3.001805e-12,3.742478e-09,2.4518e-10,0.781496,6.702727e-08,6.355613e-15,2.4518e-09,6.164945e-09,0.2091486,7.005841e-06,1.170899e-11,1.000765e-20,1.000765e-20,1.341034e-11,1320.0,233.7
32500.0,1.861057e-15,8.494512e-13,1.791157e-11,5.595591e-07,2.267332e-08,0.0003302002,1.000607e-20,3.573088e-10,1.010542e-10,4.854007e-06,1.360754e-10,0.0,9.044491e-11,1.280918e-09,3.201941e-10,3.00182e-12,2.591642e-09,2.961725e-10,0.7813248,4.960454e-08,3.683084e-15,4.531116e-09,7.213593e-09,0.2091339,8.104204e-06,3.402063e-11,1.000607e-20,1.000607e-20,1.210663e-11,930.0,239.0
35000.0,1.520868e-15,3.421824e-13,7.352507e-12,5.010713e-07,2.488221e-08,0.0003301878,1.000585e-20,5.082888e-10,1.110665e-10,4.953077e-06,1.130915e-10,0.0,8.463691e-11,1.570716e-09,3.482056e-10,3.001754e-12,1.640814e-09,3.212049e-10,0.7814635,3.697023e-08,1.820992e-15,7.144809e-09,7.285005e-09,0.2090999,8.905049e-06,8.35465e-11,1.000585e-20,1.000585e-20,1.160512e-11,652.0,245.2
37500.0,1.320579e-15,1.34077e-13,3.0315e-12,4.455273e-07,2.717432e-08,0.0003301449,1.00053e-20,6.073469e-10,1.130643e-10,5.002648e-06,8.517214e-11,0.0,8.023679e-11,1.690731e-09,3.721701e-10,3.001589e-12,9.683751e-10,3.041969e-10,0.7814301,2.520019e-08,9.264994e-16,9.34725e-09,6.263405e-09,0.2090793,8.704159e-06,1.701199e-10,1.00053e-20,1.00053e-20,1.210656e-11,464.0,251.3
40000.0,1.18083e-15,5.39381e-14,1.320693e-12,3.918306e-07,2.96382e-08,0.0003302267,1.000716e-20,5.954331e-10,1.030717e-10,5.103407e-06,6.374988e-11,0.0,7.635893e-11,1.741351e-09,3.952471e-10,3.002255e-12,5.334021e-10,2.482306e-10,0.781526,1.73708e-08,2.942467e-16,1.121041e-08,4.032546e-09,0.2091543,7.555819e-06,2.851716e-10,1.000716e-20,1.000716e-20,1.361264e-11,333.0,257.5
42500.0,1.08079e-15,2.251017e-14,8.695873e-13,3.391632e-07,3.140848e-08,0.0003302498,1.00072e-20,4.332829e-10,7.955606e-11,5.304241e-06,5.174316e-11,0.0,7.305984e-11,1.761534e-09,4.103195e-10,3.001859e-12,2.521441e-10,1.640674e-10,0.7815106,1.158896e-08,8.726088e-17,1.190924e-08,2.170947e-09,0.2090877,5.904008e-06,4.062405e-10,1.00072e-20,1.00072e-20,1.651249e-11,241.0,263.7
45000.0,9.976882e-16,1.04067e-14,6.684426e-13,2.875341e-07,3.309394e-08,0.0003303042,1.000652e-20,2.511159e-10,4.823289e-11,5.454255e-06,4.442168e-11,0.0,7.004144e-11,1.791265e-09,4.213496e-10,3.002381e-12,1.210692e-10,9.746092e-11,0.7815083,7.668987e-09,2.981207e-17,1.170674e-08,1.150771e-09,0.2091292,4.503571e-06,5.113364e-10,1.000652e-20,1.000652e-20,2.101455e-11,176.0,269.9
47500.0,9.348996e-16,6.574341e-15,5.605274e-13,2.386144e-07,3.49041e-08,0.0003301898,1.000879e-20,1.561406e-10,1.631509e-11,5.505127e-06,3.802632e-11,0.0,6.706888e-11,1.801464e-09,4.244456e-10,3.001458e-12,7.705411e-11,4.924865e-11,0.7817339,5.325452e-09,1.301024e-17,1.101025e-08,6.665651e-10,0.2091889,3.502192e-06,5.793785e-10,1.000879e-20,1.000879e-20,2.772298e-11,129.0,275.2
50000.0,8.83401e-16,4.743227e-15,4.943363e-13,1.945324e-07,3.647282e-08,0.0003302247,1.000681e-20,1.040708e-10,5.103472e-12,5.503745e-06,3.482369e-11,7.144861e-12,6.436379e-11,1.801226e-09,4.254895e-10,3.002043e-12,5.55578e-11,2.531723e-11,0.7813316,3.217389e-09,7.132853e-18,1.030701e-08,4.435017e-10,0.2091423,2.801906e-06,6.756597e-10,1.000681e-20,1.000681e-20,3.562424e-11,95.1,275.7
55000.0,8.43279e-16,3.79259e-15,4.562948e-13,1.575372e-07,3.925435e-08,0.0003302361,1.000672e-20,7.696365e-11,2.001344e-12,5.353522e-06,3.622201e-11,7.154876e-12,6.214129e-11,1.801354e-09,4.253216e-10,3.002016e-12,4.453206e-11,1.501008e-11,0.7811883,2.031667e-09,4.803369e-18,1.01078e-08,3.39261e-10,0.2091592,1.801354e-06,9.537428e-10,1.000672e-20,1.000672e-20,4.593271e-11,51.5,269.3
60000.0,8.105765e-16,3.282241e-15,4.323684e-13,1.500826e-07,4.676052e-08,0.0003301817,1.000725e-20,6.304774e-11,1.050709e-12,5.003623e-06,5.254196e-11,7.155677e-12,6.024185e-11,1.800991e-09,4.25321e-10,3.001652e-12,3.84342e-11,1.050709e-11,0.7816041,1.397726e-09,3.662015e-18,1.010774e-08,2.851569e-10,0.2092021,1.30089e-06,1.761839e-09,1.000725e-20,1.000725e-20,5.153706e-11,27.2,257.1
65000.0,7.834514e-16,2.98117e-15,4.173638e-13,1.501079e-07,6.408322e-08,0.0003303136,1.000719e-20,5.523511e-11,6.863845e-13,4.402591e-06,1.260916e-10,7.154807e-12,5.883637e-11,1.801342e-09,4.25234e-10,3.002634e-12,3.491546e-11,8.34489e-12,0.7815434,1.020753e-09,3.002634e-18,1.030769e-08,2.532802e-10,0.2091589,8.006229e-07,3.741964e-09,1.000719e-20,1.000719e-20,5.113302e-11,13.9,240.1
70000.0,7.609168e-16,2.792425e-15,4.053578e-13,1.501608e-07,1.178005e-07,0.0003302999,1.000922e-20,5.042815e-11,5.146188e-13,3.703458e-06,3.773572e-10,7.155224e-12,5.757439e-11,1.80184e-09,4.254033e-10,3.002767e-12,3.272886e-11,7.114774e-12,0.7815914,7.779958e-10,2.572195e-18,1.151038e-08,2.311964e-10,0.2091735,4.00369e-07,7.195675e-09,1.000922e-20,1.000922e-20,4.324147e-11,6.7,218.1
75000.0,7.406962e-16,2.662427e-15,3.963857e-13,1.501789e-07,2.937695e-07,0.0003303214,1.000892e-20,4.723777e-11,4.163314e-13,2.953037e-06,1.120927e-09,7.156062e-12,5.625392e-11,1.801425e-09,4.253565e-10,3.002676e-12,3.122711e-11,6.335673e-12,0.7816705,6.262569e-10,2.271637e-18,1.610994e-08,2.151602e-10,0.2092036,1.901605e-07,1.120927e-08,1.000892e-20,1.000892e-20,2.8321e-11,3.0,196.1
80000.0,7.235434e-16,2.562049e-15,3.892151e-13,1.501172e-07,6.820779e-07,0.0003283188,1.000782e-20,4.4931e-11,3.533584e-13,2.101321e-06,2.001563e-09,7.155307e-12,5.504699e-11,1.801447e-09,4.252721e-10,3.002745e-12,3.012761e-11,5.785142e-12,0.7816352,5.17017e-10,2.041226e-18,2.682239e-08,2.021194e-10,0.2091305,2.001563e-07,1.130787e-08,1.000782e-20,1.000782e-20,1.331104e-11,1.2,174.1
85000.0,7.077755e-16,2.492225e-15,3.833487e-13,1.501542e-07,1.466433e-06,0.0003202544,1.000859e-20,4.303641e-11,3.092638e-13,1.331086e-06,1.681666e-09,7.154079e-12,5.373191e-11,1.801749e-09,4.253776e-10,3.002576e-12,2.92269e-11,5.373191e-12,0.7815551,4.355541e-10,1.851614e-18,7.016696e-08,1.921832e-10,0.2001717,5.703927e-07,6.105899e-09,1.000859e-20,1.000859e-20,5.566545e-12,0.448,165.1
90000.0,6.945595e-16,2.432347e-15,3.782571e-13,1.401621e-07,2.850472e-06,0.0003101903,1.000721e-20,4.163189e-11,2.761568e-13,8.505575e-07,4.313214e-10,7.155351e-12,5.253648e-11,1.801687e-09,4.253482e-10,3.001886e-12,2.842137e-11,5.053615e-12,0.7805459,3.729784e-10,1.711394e-18,2.130908e-07,1.830859e-10,0.1901704,7.505409e-07,1.511361e-09,1.000721e-20,1.000721e-20,2.242038e-12,0.164,165.0
95000.0,6.869183e-16,2.391111e-15,3.763359e-13,1.311498e-07,5.213432e-06,0.0002724246,1.008936e-20,4.065921e-11,2.522142e-13,5.447699e-07,5.022842e-11,7.214627e-12,5.165784e-11,1.816164e-09,4.288276e-10,3.026808e-12,2.80485e-11,4.824311e-12,0.7857869,3.26584e-10,1.604133e-18,7.182862e-07,1.775664e-10,0.1816164,7.063744e-07,2.441538e-10,1.008936e-20,1.008936e-20,9.041115e-13,0.062,178.3
