,t,p,H2O,CO,CH4,CO2,N2O,O2,O3,z
44,225.00787066453242,599.3010521817108,4.832964563576451e-06,1.941339852236115e-08,5.320516178203158e-07,0.00042012768531248505,5.50865379549331e-08,0.20911069518883607,6.986026298313804e-06,33827.17194894058
45,227.31474125336715,533.5098021257337,4.848425517845567e-06,1.9864687001913708e-08,5.106497951029117e-07,0.00042009751046149824,5.1973831332006656e-08,0.20909091761832113,7.0778492828145264e-06,34596.979923399405
46,229.71262368518367,474.9411133654039,4.864551727463616e-06,2.0338876090075384e-08,4.91678513154849e-07,0.0004201084276943429,4.8448480173822165e-08,0.20910905865260937,7.126103874132514e-06,35374.79492575321
47,232.14144542390238,422.8020933561198,4.880904089401347e-06,2.0820850197579494e-08,4.735334890248585e-07,0.00042013331410472823,4.4782851272658635e-08,0.2091400900461396,7.159547471147439e-06,36160.82450506631
48,234.57026716262112,376.3868932710902,4.8972564513390785e-06,2.1302824305083605e-08,4.5538846489486796e-07,0.00042015820051511353,4.111722237149511e-08,0.20917112143966982,7.192991068162365e-06,36955.12131717118
49,237.06685515678103,335.0671523448182,4.913621808785872e-06,2.1862791402362238e-08,4.3723964493147906e-07,0.00042016749379810494,3.77309689277658e-08,0.20918027326505184,7.144690532589924e-06,37757.80069364874
50,239.6054716876699,298.28349123624747,4.929995226029188e-06,2.2471129642682435e-08,4.190884707975319e-07,0.0004201671162453224,3.4517983751516936e-08,0.20917585541290717,7.045692400456263e-06,38569.04949446611
51,242.14408821855878,265.53793925022575,4.9463686432725045e-06,2.3079467883002636e-08,4.009372966635848e-07,0.00042016673869253984,3.130499857526807e-08,0.2091714375607625,6.946694268322603e-06,39388.9392481776
52,244.71624618882396,236.38719289835143,4.963266226783307e-06,2.391262377208715e-08,3.826842383506606e-07,0.0004201920432626257,2.8142443040788157e-08,0.2091585872645233,6.7057214392047435e-06,40217.5270392768
53,247.31229077644645,210.43661453479078,4.9805370965720936e-06,2.490588409470408e-08,3.643586229727078e-07,0.0004202356374187666,2.5015801097937046e-08,0.2091397317827816,6.363640985478542e-06,41054.91060500062
54,249.90833536406896,187.33488982165986,4.99780796636088e-06,2.5899144417321012e-08,3.460330075947549e-07,0.0004202792315749075,2.1889159155085932e-08,0.20912087630103993,6.02156053175234e-06,41901.1305982712
55,252.56458328810305,166.76927169768456,5.0034070208418685e-06,2.7239459766055926e-08,3.278228357220974e-07,0.0004203052563342386,1.9051741503536068e-08,0.20912631666636122,5.606105570137404e-06,42756.28947630984
56,255.25232723272225,148.4613464638261,5.002899840068942e-06,2.8761340670759996e-08,3.0967305935633223e-07,0.00042032208947535436,1.6365634639319513e-08,0.2091444676644288,5.1522639484363176e-06,43620.543297754884
57,257.94007117734145,132.1632646678892,5.0023926592960155e-06,3.028322157546407e-08,2.915232829905671e-07,0.00042033892261647007,1.3679527775102955e-08,0.20916261866249633,4.69842232673523e-06,44493.94566411332
58,260.4196488147741,117.65438576249562,5.002674710889408e-06,3.2769586594488375e-08,2.7349892933496176e-07,0.00042030127546880124,1.1652846066461819e-08,0.2091586050623885,4.341756843442547e-06,45376.14229726344
59,262.84444804871816,104.73829111239696,5.0031644468559e-06,3.550975301243617e-08,2.555075803279794e-07,0.000420249291979764,9.799690312769542e-09,0.2091487589079234,4.010662999437489e-06,46266.685691755454
60,265.11524798222194,93.24012491374654,5.002341405864083e-06,3.867895376184828e-08,2.3764802802780468e-07,0.0004202003418715008,7.976543530541587e-09,0.20913996595157333,3.678510414498851e-06,47165.2205284243
61,265.33370523027577,83.00422702716845,4.984023037423946e-06,4.75658783546218e-08,2.2154492531155654e-07,0.0004201918175107959,6.5533251434858305e-09,0.20914520892552663,3.332248030329902e-06,48067.991827722064
62,265.55216247832954,73.89202567833499,4.965704668983808e-06,5.645280294739533e-08,2.0544182259530837e-07,0.000420183293150091,5.130106756430074e-09,0.20915045189947992,2.9859856461609525e-06,48971.50670192677
63,265.3980132236706,65.78016149780626,4.947454844930709e-06,6.753742028467212e-08,1.9235323790499683e-07,0.0004201827683390834,4.076016050441946e-09,0.20915831071319937,2.6894834821619716e-06,49875.13101189274
64,264.46383797995105,58.558817503715446,4.929348513819643e-06,8.322275565612746e-08,1.8557533858277032e-07,0.00042019899003308654,3.794668660574759e-09,0.20917164560687443,2.4971509036945762e-06,50776.90309201641
65,263.5296627362315,52.130232418900505,4.911242182708577e-06,9.89080910275828e-08,1.787974392605438e-07,0.0004202152117270896,3.513321270707572e-09,0.20918498050054948,2.3048183252271813e-06,51675.49541586659
66,262.5954874925119,46.407377196033025,4.893135851597512e-06,1.1459342639903817e-07,1.7201953993831726e-07,0.00042023143342109277,3.2319738808403848e-09,0.20919831539422454,2.1124857467597854e-06,52570.907983513294
67,261.66131224879234,41.31277683377554,4.875029520486446e-06,1.302787617704935e-07,1.6524164061609077e-07,0.0004202476551150959,2.9506264909731983e-09,0.2092116502878996,1.92015316829239e-06,53463.14079502649
68,260.7271370050728,36.77746153392259,4.856923189375381e-06,1.459640971419488e-07,1.5846374129386426e-07,0.00042026387680909905,2.6692791011060114e-09,0.20922498518157465,1.727820589824995e-06,54352.19385047617
69,259.09739025918276,32.74003300047705,4.800643645442727e-06,1.7029530509309556e-07,1.564027817990342e-07,0.0004202592171200915,2.50514436091388e-09,0.20920078031907993,1.594172524890814e-06,55236.883346376424
70,257.358066453167,29.145833240383507,4.738350473258358e-06,1.959885431109536e-07,1.5508490680013736e-07,0.0004202512678763013,2.359474749785916e-09,0.2091706616201125,1.4697693419677702e-06,56115.83898857803
71,255.61874264715127,25.946204613289986,4.676057301073989e-06,2.2168178112881167e-07,1.537670318012405e-07,0.00042024331863251105,2.2138051386579512e-09,0.20914054292114506,1.3453661590447263e-06,56988.874286676866
72,253.87941884113553,23.097831113023005,4.613764128889619e-06,2.473750191466698e-07,1.5244915680234365e-07,0.00042023536938872087,2.068135527529986e-09,0.20911042422217763,1.2209629761216822e-06,57855.989241121264
73,252.1400950351198,20.562151963160854,4.55147095670525e-06,2.7306825716452786e-07,1.511312818034468e-07,0.00042022742014493063,1.922465916402022e-09,0.2090803055232102,1.0965597931986383e-06,58717.18385235953
74,250.41286514890425,18.30483958806573,4.483859407840612e-06,3.0326284711576985e-07,1.501150788048613e-07,0.0004202183050919599,1.791127794502623e-09,0.20905973955580293,9.831011389383057e-07,59572.47870210326
75,248.72623103899744,16.295334892239122,4.398395613086653e-06,3.4856716817110426e-07,1.5011150109614333e-07,0.00042020527675615846,1.7078963196216046e-09,0.20907123933382502,9.063800887582356e-07,60421.96345743297
76,247.03959692909066,14.506433556694448,4.312931818332695e-06,3.9387148922643877e-07,1.5010792338742535e-07,0.00042019224842035704,1.624664844740586e-09,0.2090827391118471,8.296590385781656e-07,61265.70720423994
77,245.35296281918386,12.91391775170047,4.2274680235787364e-06,4.3917581028177307e-07,1.5010434567870737e-07,0.00042017922008455563,1.541433369859568e-09,0.2090942388898692,7.529379883980957e-07,62103.70994312059
78,243.66632870927708,11.496228280087744,4.142004228824778e-06,4.844801313371073e-07,1.5010076796998937e-07,0.00042016619174875417,1.4582018949785498e-09,0.20910573866789128,6.762169382180261e-07,62935.97167467139
79,241.9796945993703,10.234172712652303,4.0565404340708195e-06,5.297844523924418e-07,1.500971902612714e-07,0.00042015316341295275,1.3749704200975313e-09,0.20911723844591337,5.994958880379558e-07,63762.49239948877
80,240.29347484071758,9.110665564445249,3.960288010626965e-06,5.897151807379252e-07,1.5010009708812955e-07,0.0004201542810981402,1.303023117884567e-09,0.20912977330282917,5.367009924767302e-07,64583.272820671555
81,238.60799217827213,8.110496994500787,3.844843519557136e-06,6.756650636864848e-07,1.5011453936113913e-07,0.00042018056337090036,1.251149414566639e-09,0.20914414947847945,4.98679560614829e-07,65398.31489108248
82,236.92250951582668,7.220126897700658,3.729399028487307e-06,7.616149466350444e-07,1.501289816341487e-07,0.0004202068456436605,1.1992757112487112e-09,0.2091585256541297,4.606581287529277e-07,66207.61986118622
83,235.2370268533812,6.427501601226991,3.613954537417478e-06,8.475648295836038e-07,1.5014342390715828e-07,0.0004202331279164207,1.1474020079307833e-09,0.20917290182978,4.2263669689102637e-07,67011.1877317879
84,233.55154419093574,5.72189068407262,3.4985100463476484e-06,9.335147125321637e-07,1.5015786618016786e-07,0.0004202594101891809,1.0955283046128551e-09,0.20918727800543024,3.8461526502912495e-07,67809.01850369264
85,231.8660615284903,5.093741710500247,3.38306555527782e-06,1.019464595480723e-06,1.5017230845317743e-07,0.00042028569246194104,1.0436546012949275e-09,0.20920165418108053,3.465938331672238e-07,68601.11217770555
86,230.20788227857295,4.53455091085775,3.274461574001191e-06,1.1180842815313342e-06,1.5017822450081186e-07,0.00042029740675471544,9.97308260958609e-10,0.20920991342178968,3.1693899977121715e-07,69387.51522390143
87,228.61099714409355,4.036748059049403,3.181214024690228e-06,1.245146726270553e-06,1.501649998113001e-07,0.00042027641702391673,9.633704363824764e-10,0.20920444060186277,3.0606655307002694e-07,70168.37843232197
88,227.0141120096141,3.5935939881545433,3.0879664753792653e-06,1.3722091710097715e-06,1.5015177512178834e-07,0.00042025542729311806,9.294326118063438e-10,0.20919896778193586,2.9519410636883674e-07,70943.80612364471
89,225.4172268751347,3.199089356778316,2.9947189260683023e-06,1.499271615748991e-06,1.501385504322766e-07,0.00042023443756231935,8.95494787230211e-10,0.20919349496200895,2.8432165966764643e-07,71713.7982984858
90,223.8203417406553,2.847893431029467,2.90147137675734e-06,1.6263340604882096e-06,1.5012532574276485e-07,0.0004202134478315207,8.615569626540785e-10,0.20918802214208207,2.7344921296645623e-07,72478.35495746134
91,222.22345660617586,2.535251782609962,2.8082238274463764e-06,1.753396505227429e-06,1.5011210105325308e-07,0.000420192458100722,8.276191380779456e-10,0.20918254932215516,2.62576766265266e-07,73237.47610118751
92,220.62657147169645,2.256931924206011,2.714976278135414e-06,1.8804589499666474e-06,1.5009887636374133e-07,0.0004201714683699233,7.93681313501813e-10,0.20917707650222825,2.517043195640758e-07,73991.16173028042
93,219.06161443721348,2.0091660108237455,2.6107304541763345e-06,2.036785628711379e-06,1.5009894910518852e-07,0.0004198200403397656,7.687012944272249e-10,0.2091719599924469,2.4756174960692395e-07,74739.46618123256
94,217.50193648357248,1.7885998313704263,2.50466614490194e-06,2.197950937287205e-06,1.5010122048084915e-07,0.00041941397672227927,7.452023838249361e-10,0.20916690239597585,2.4453191618568005e-07,75482.45277461305
95,215.94225852993148,1.592247399938201,2.3986018356275466e-06,2.359116245863031e-06,1.501034918565098e-07,0.0004190079131047929,7.217034732226473e-10,0.20916184479950484,2.415020827644362e-07,76220.13049514886
96,214.38258057629045,1.4174505320552622,2.2925375263531522e-06,2.520281554438857e-06,1.5010576323217046e-07,0.0004186018494873065,6.982045626203586e-10,0.2091567872030338,2.384722493431923e-07,76952.49934352447
97,212.82290262264948,1.2618428586548334,2.186473217078759e-06,2.6814468630146817e-06,1.5010803460783108e-07,0.0004181957858698201,6.747056520180701e-10,0.20915172960656275,2.3544241592194843e-07,77679.55932042438
98,211.26322466900845,1.123317790589481,2.0804089078043643e-06,2.842612171590509e-06,1.5011030598349174e-07,0.0004177897222523338,6.512067414157811e-10,0.20914667201009174,2.324125825007045e-07,78401.31042653309
99,209.72635282894709,1.0,1.9769859017988396e-06,3.019618211854269e-06,1.5011126358858518e-07,0.0004171223098491503,6.295470874116712e-10,0.20881566488629127,2.417680088959319e-07,79117.79147677132
