z,C2H2,C2H6,CH3Cl,CH4,CO,CO2,COF2,ClO,H2CO,H2O,H2O2,HBr,HCN,HCl,HF,HI,HNO3,HOCl,N2,N2O,NH3,NO,NO2,O2,O3,OH,PH3,SF6,SO2,p,t
40.0,1.1808740000000002e-13,5.3938469999999996e-12,1.321153e-10,5.6422099999999996e-05,3.0999389999999998e-06,0.033023079999999996,1.000696e-18,5.953814e-08,1.030707e-08,0.0005204125,6.3746510000000004e-09,0.0,7.634864e-09,1.740841e-07,3.9531120000000004e-08,3.002203e-10,5.334055999999999e-08,2.481331e-08,78.15387,4.516528e-06,2.942412e-14,1.120738e-06,4.03245e-07,20.915390000000002,0.0007504933,2.8515759999999998e-08,1.000696e-18,1.000696e-18,1.361397e-09,305.0,254.0
42.5,1.0808099999999999e-13,2.251484e-12,8.69662e-11,4.616925e-05,3.513161e-06,0.03303153,1.0007140000000001e-18,4.333658e-08,7.955893e-09,0.0005504169,5.173691e-09,0.0,7.304705e-09,1.7614640000000002e-07,4.102486e-08,3.0019780000000003e-10,2.521727e-08,1.640995e-08,78.15888,2.752899e-06,8.725924e-15,1.190861e-06,2.1717129999999998e-07,20.91943,0.000590465,4.063415e-08,1.0007140000000001e-18,1.0007140000000001e-18,1.650762e-09,220.0,259.4
45.0,9.977226000000001e-14,1.040722e-12,6.684443e-11,3.633099e-05,3.989511000000001e-06,0.033019810000000004,1.0007120000000001e-18,2.5109769999999997e-08,4.824204e-09,0.0005704886000000001,4.442499e-09,0.0,7.004064000000001e-09,1.7912560000000002e-07,4.212556e-08,3.003055e-10,1.21088e-08,9.747283999999999e-09,78.15762000000001,1.592125e-06,2.982361e-15,1.17087e-06,1.150865e-07,20.91561,0.0004502284,5.113932e-08,1.0007120000000001e-18,1.0007120000000001e-18,2.101449e-09,159.0,264.8
47.5,9.347634e-14,6.575112e-13,5.606013e-11,2.7754100000000002e-05,4.486094e-06,0.03301996,1.000868e-18,1.5614689999999998e-08,1.6314240000000002e-09,0.0005904445,3.802591e-09,0.0,6.706679e-09,1.8014969999999998e-07,4.242215e-08,3.002603e-10,7.707867000000001e-09,4.925719e-09,78.16971000000001,9.386141000000001e-07,1.301224e-15,1.1009860000000002e-06,6.664963e-08,20.91906,0.0003452816,5.795341e-08,1.000868e-18,1.000868e-18,2.772522e-09,116.0,269.6
50.0,8.837363e-14,4.74413e-13,4.945079e-11,2.101659e-05,5.097974e-06,0.03302544,1.000811e-18,1.041e-08,5.102343e-10,0.0006006611,3.482961e-09,7.146775e-10,6.4347180000000005e-09,1.801546e-07,4.253554e-08,3.0024320000000003e-10,5.556661e-09,2.5319499999999997e-09,78.15147,4.757236e-07,7.133669000000001e-16,1.030953e-06,4.433971e-08,20.91611,0.0002802357,6.753615e-08,1.000811e-18,1.000811e-18,3.562903e-09,85.4,270.2
55.0,8.43793e-14,3.7930810000000004e-13,4.564298e-11,1.652494e-05,5.990292000000001e-06,0.03302596,1.000908e-18,7.697019e-09,2.001815e-10,0.0006005445,3.623206e-09,7.15629e-10,6.215995000000001e-09,1.801634e-07,4.254057e-08,3.002723e-10,4.454238e-09,1.500963e-09,78.17447,3.002723e-07,4.804356000000001e-16,1.0112760000000001e-06,3.392718e-08,20.91937,0.0001801634,9.53853e-08,1.000908e-18,1.000908e-18,4.593807e-09,45.6,263.4
60.0,8.106190000000001e-14,3.282539e-13,4.323594e-11,1.5016339999999998e-05,6.9642469999999996e-06,0.03303009,1.0006990000000001e-18,6.304815e-09,1.050705e-10,0.0006003610999999999,5.253525e-09,7.154327e-10,6.024081000000001e-09,1.801376e-07,4.25341e-08,3.001805e-10,3.842545e-09,1.0507049999999998e-09,78.15221,2.0660260000000002e-07,3.6627e-16,1.010642e-06,2.8526650000000002e-08,20.90882,0.0001100711,1.761897e-07,1.0006990000000001e-18,1.0006990000000001e-18,5.154098e-09,23.9,253.1
65.0,7.836441999999999e-14,2.98108e-13,4.17405e-11,1.501042e-05,9.193681999999999e-06,0.03301539,1.000695e-18,5.523211e-09,6.864293e-11,0.0005404722,1.260832e-08,7.15513e-10,5.884064e-09,1.801305e-07,4.252145e-08,3.002623e-10,3.4927370000000004e-09,8.345407e-10,78.14899,1.508044e-07,3.002623e-16,1.030586e-06,2.5316289999999996e-08,20.913339999999998,6.503439e-05,3.7431800000000003e-07,1.000695e-18,1.000695e-18,5.113885e-09,12.1,236.0
70.0,7.602779e-14,2.791507e-13,4.052036e-11,1.500754e-05,1.938995e-05,0.03301659,1.0005029999999999e-18,5.042638e-09,5.142689e-11,0.00045022629999999996,3.771687e-08,7.154637e-10,5.7528909999999995e-09,1.800905e-07,4.252137e-08,3.001508e-10,3.271436e-09,7.112950000000001e-10,78.16427999999999,1.1495359999999999e-07,2.571084e-16,1.150578e-06,2.311057e-08,20.911550000000002,3.001508e-05,7.191114e-07,1.0005029999999999e-18,1.0005029999999999e-18,4.321964e-09,5.8,218.9
75.0,7.405002e-14,2.661943e-13,3.962909e-11,1.501361e-05,5.691457e-05,0.033027810000000005,1.000693e-18,4.72377e-09,4.163304e-11,0.0003302781,1.1209310000000002e-07,7.155311e-10,5.623944e-09,1.801419e-07,4.253322e-08,3.001651e-10,3.121675e-09,6.334438e-10,78.15438999999999,8.895647e-08,2.271868e-16,1.610668e-06,2.151844e-08,20.918329999999997,1.801419e-05,1.120931e-06,1.000693e-18,1.000693e-18,2.832333e-09,2.6,201.8
80.0,7.234758000000001e-14,2.560812e-13,3.8922489999999996e-11,1.5009979999999999e-05,0.0001549941,0.032822,1.000665e-18,4.493019e-09,3.532714e-11,0.00021013039999999997,2.00133e-07,7.155892e-10,5.5043539999999995e-09,1.8011510000000001e-07,4.251783e-08,3.001531e-10,3.013129e-09,5.782703e-10,78.14652,7.060788999999999e-08,2.041459e-16,2.6814300000000003e-06,2.021279e-08,20.9133,3.303076e-05,1.130793e-06,1.000665e-18,1.000665e-18,1.330973e-09,1.1,184.8
85.0,7.074465e-14,2.491901e-13,3.833438e-11,1.5015870000000001e-05,0.00038523320000000003,0.03202682,1.000873e-18,4.303587e-09,3.092647e-11,0.0001300968,1.681644e-07,7.157825e-10,5.374482e-09,1.8016819999999999e-07,4.2535710000000005e-08,3.002619e-10,2.922593e-09,5.374482e-10,78.19146,5.71848e-08,1.8516980000000002e-16,7.018892e-06,1.92172e-08,20.01746,5.004364e-05,6.107492e-07,1.000873e-18,1.000873e-18,5.562875e-10,0.44,177.1
90.0,6.945049000000001e-14,2.431051e-13,3.782267e-11,1.400945e-05,0.0006594103,0.031016859999999997,1.000695e-18,4.163051e-09,2.762106e-11,8.506549e-05,4.31366e-08,7.155333e-10,5.254254e-09,1.801621e-07,4.252564e-08,3.002228e-10,2.841673e-09,5.053916e-10,78.06076,4.7114939999999996e-08,1.710687e-16,2.131255e-05,1.8314579999999997e-08,19.01079,5.203103999999999e-05,1.5103489999999998e-07,1.000695e-18,1.000695e-18,2.24208e-10,0.172,177.0
95.0,6.796743999999999e-14,2.3650309999999997e-13,3.7210609999999997e-11,1.297393e-05,0.001041823,0.02694358,9.979374999999999e-19,4.023466e-09,2.494844e-11,5.387978e-05,4.971248e-09,7.136028000000001e-10,5.1077e-09,1.796361e-07,4.24105e-08,2.993813e-10,2.774384e-09,4.768416e-10,77.74029,3.923893e-08,1.58689e-16,7.106525e-05,1.7565319999999998e-08,17.96361,4.989688e-05,2.415186e-08,9.979374999999999e-19,9.979374999999999e-19,8.943084e-11,0.069,184.3
